age,income,loan_amount,credit_score,employment_years,default
0.5488132985320106,0.7784582839388968,0.06305809746725448,0.3922685528723891,1.2232535831020028,0
-1.3835258371116763,0.8253870408326502,0.5696641883651007,0.5457442626618034,0.5344237213328279,0
-0.05733911679984588,-0.4154431877335728,-0.32124555699967416,0.8346092417839155,0.26558133829924,1
1.0517039953002474,-0.6573539670853642,-0.7475382999962843,0.4144263808192027,-0.12705428393157023,1
-0.6309989490745591,-1.180377648017622,0.998518261454339,-0.966972303039581,0.8812785407532056,1
-2.1482935974413064,0.034364313307869536,1.0612338218341066,-0.40929167561583163,-0.18639802179922677,0
0.5907440095838163,0.619554675676723,-1.0426410274594413,1.6211802561978546,-0.05419483217642506,1
-1.743453217101138,-0.025103146147642405,1.975843963923637,-1.5896214377186142,1.198333713163008,0
1.6463328634320935,1.4086959305739557,0.19074041060201938,1.3062923256465337,-1.3618191280839653,1
-0.06188795491092281,0.03401766494782741,0.3217720918248616,-0.36902328535069434,0.4866771072927328,1
-0.42085339305300434,0.4218134471760319,0.6767556525239945,-0.4295626016322136,0.7021020212270009,1
2.547078067659989,0.7133827394843363,-1.7145919078250724,0.7689314416192968,-0.7694548850245833,1
-0.11962533176065968,0.6825438863836053,0.25649837009471005,0.38497395466435963,0.9718998796716249,0
0.26845499363792835,0.5664547946218036,-1.043984449098784,1.0883910219306001,0.22519486945767514,1
0.6224983041263793,1.2373998010455804,-1.1549857384883218,0.6262049179314816,-1.7912319717046283,1
-1.2346698615350264,-1.0934981883007187,1.1248597207698985,-1.0287953339000935,0.41603799576871625,0
1.7818621108788388,-0.04806045594320813,-1.5525912330449352,2.027894531000129,0.6239070872148491,1
1.387885741306105,-0.32099124891155134,-1.0022058355120729,-0.10801333762426321,-1.2009826147824327,1
2.222944306142796,-0.19619272011421438,-2.376946022187463,2.1561927397636667,-0.9159363998809555,1
-1.3075143838356664,0.751908825943999,1.1643534889080438,-1.0885935586592754,0.035966972122062714,0
-1.6127198108067455,-0.7082281603721987,1.7611855639988487,-1.6845589842650726,0.7528454839042156,1
-0.24170622124592173,-1.3953490467696599,-0.45199898730744764,0.006219902560000431,-1.2716926509207684,0
-0.5466653729525421,-1.311472348987442,-0.3927598606539484,-0.02795364760434776,-1.5302674938169059,0
1.1728167823514484,1.33492410372118,-1.6498837202150505,1.4921994014818813,-1.3336285400594137,1
0.5122057991513908,-0.07132191976451349,-0.038479578707090005,0.7235759429647853,1.5017531840190448,0
-0.040571715320733545,-0.9870434400546343,0.41922901223683967,-0.46329655944928455,0.22519486945767514,1
-1.4526564295802564,-0.36923363709053353,0.19074041060201938,-1.0009731189152742,0.7320994515954234,1
1.1311992285141717,0.9977797916019369,-1.3405428722871955,0.70513339286465,-1.550563502698249,1
0.5428763302914669,1.6595499653797927,0.793307501418329,-1.2270257908070985,0.8545707908349662,0
0.45041932089056214,0.03401766494782741,-0.8332166053953778,0.24419822735080227,-1.1962284434712738,0
-1.3573747131607292,-0.6535264655010021,1.6530634888904638,-1.3547454238659549,1.1984891807136342,1
1.6995657096417107,0.4048637376607747,0.10364767378618013,-0.665692086394353,1.3123265851035415,0
-0.4587686789302869,-1.0287129206150356,0.8816392714977503,-0.6857360183076139,1.1216339232784864,1
0.9408382780324674,-0.25749996507221856,-0.8473299300040436,1.5995042129404806,0.22519486945767514,1
-0.1356334413555706,0.6297564693123802,0.7607274167664947,-0.8109817957920773,0.7118789211425396,0
2.3969893478272772,-0.5568430347245537,-2.1865696829297327,1.5900839662024557,-0.8988710259294347,1
0.23426185688941495,2.726417223288779,0.5597181408135786,-0.634662354739062,0.8216081009458959,0
0.3502840511294811,-1.0966593038272119,-1.0501130895014135,-0.09496504553560688,-1.7649749908769468,0
1.4145918046858381,1.4144375606162682,-1.1756356321329517,-0.09496504553560688,-1.8529324595004804,1
1.6325635557640017,1.1109060617462787,0.19074041060201938,1.363971532817054,-1.229250728173842,1
-1.18190529522606,-0.7455714646212069,0.9526016079023908,-0.8495791673423232,0.19007486351945793,1
1.9935110937387965,1.3349281065284386,-0.13410789097382111,0.044960695193338854,0.22519486945767514,0
0.5183974845802567,0.03401766494782741,-0.5863672789083715,-0.07616075163435851,-1.1161065323340085,1
-0.12130201207802861,0.6136165966424881,0.9007618435690806,-1.1416052491181221,0.6641503072648128,0
-1.7441746428136748,0.3226491231485162,0.9944976436713474,-0.2543687022041165,0.2688364333731138,0
0.9647102593002554,0.10354232623502657,-0.5654876137146794,0.6306862483780397,0.4327801631565213,1
0.508968904616639,-0.9307251096665965,-0.6353603676086118,0.07693846959087942,-0.873130180763058,0
-0.786025609556153,0.03401766494782741,1.878834697544499,-2.248140805804087,1.3896827743837665,1
-1.594028283485271,0.46676511789697794,1.1372158860692276,-0.35493047168972197,0.6750767586882346,1
1.253751535145672,1.973640121578302,0.47404266789364446,-0.20105894040884623,2.164228525115748,0
0.40596707641924945,0.9124754191504096,-1.037418345999945,0.5893270915902161,0.22519486945767514,1
-0.4656081638177264,-0.2878567884429081,0.00831072903043452,-0.3253826570135055,-0.9186334105685996,0
-0.7181077320163852,-1.0089948562181952,0.9705080617282661,-0.9990118186789555,0.22519486945767514,1
-1.3019703068377455,-0.25217286850244197,1.1667217031662112,-1.3693006134273775,-0.15984731493366078,0
-1.9474047623667465,0.1418241913686032,1.231395103526668,-1.096228574488167,-0.43950888061129645,0
-0.6205125559773103,-0.3300798566353556,0.46965839951941096,-0.19635714725799738,0.347660913519029,1
0.003270728017316575,0.03401766494782741,0.45865485519940324,-0.24666476553741692,0.7785130614639453,0
-0.6829646527678437,0.34825524256785756,-0.21488441416144652,1.0338830357126194,-0.04141450974713617,1
1.255956444632626,0.17133170967236835,-0.46382518029588143,-0.20431272679255977,-0.0969427243260148,1
-0.10172991011930475,-0.08378551636099008,0.9478483126695589,-0.6294454456493203,-0.009323603544941942,0
-0.9716896548031981,-1.503037590883886,0.1386567397217816,-0.37940765680425664,-1.0207595328123418,0
-0.6966004294853305,-2.746070329126343,0.9476871606193799,-0.9466900277482823,0.6582907428982462,1
0.8033389667794286,1.10364891405051,-0.1704099642555543,0.9466655572794823,1.583817167286822,0
1.1990619693231521,0.46230024066301617,-1.326168528749834,0.6239883363826344,-1.4488101231373598,1
0.49112248167511735,-0.49610452383834586,-0.46869653361173036,-0.03578333965782485,-0.6665239885553969,0
1.2732698690216722,2.3410460226449192,-2.0536522519319638,2.036276774952252,-1.754455650082492,1
0.05716280956450145,0.03401766494782741,-0.7485566191245386,0.16061054140860254,-1.6738510908465982,0
-0.28840990922066495,1.385406273190756,0.42776184265873174,0.3563358179773738,1.0812469991804172,1
-1.4108686493088114,-0.2922597558500345,1.0901208897121237,-1.1353241504620772,-0.1719216027366633,0
-0.8549353030131768,0.34898748942422986,0.6569994265111557,-0.16411198061475654,0.5109548194612838,0
0.6600302612006517,0.03401766494782741,-1.1079116262146316,-0.09496504553560688,0.3802692729016475,1
-0.14440196587500145,-0.9188341359489679,0.4670333543436171,-0.24481240187577977,0.9383776896351929,1
-1.1436716679713934,0.2092395614438229,1.1815097037222893,-1.326201091840827,0.04614980159468824,0
-0.8664907111885771,0.1322238380126428,0.902819523476837,-0.4071607171137628,0.8773420311233705,1
-0.47112678530133506,0.8045250194243911,0.28224386956055003,0.5328596151451566,0.8085685138068801,0
-1.858890468168005,-0.37632639751503794,1.0294076278326028,-0.6913095894434983,-0.24602705973166822,0
-0.10172991011930475,-0.26588679940663473,0.49186043537937596,-0.41235836723775393,0.8987205054461995,1
-0.08707965043882357,-0.115756141605778,-0.05365456574754171,-0.09496504553560688,-0.6617676691611104,0
-0.905189601200428,-0.41658373111968416,1.0773697583105262,-1.0148275416309374,0.5759294192205583,0
-0.614865415869426,1.0341684663378392,0.08199088668654818,0.9164046862443651,0.5735962868835267,1
-0.3081541795687096,-0.11317787685963605,0.5764105766362196,-0.6751615451062765,0.3173798816343239,0
1.6925361685712448,0.7712838235230814,-1.3992369617412799,0.5505101141009971,-1.2210648567273619,1
-0.5349793542263216,-0.08253254696425136,0.6944524686057902,-0.7938142752015525,0.20616465787310606,0
0.11997179053180901,-0.6411934841336505,-0.7991939832932498,0.21860731947343282,-1.6383435476376504,0
-0.14182150878829924,-0.8991647904881046,-0.2519403864351906,-0.18538408734423353,-0.9530125026422889,0
1.4701627662932006,0.05262908130813022,-1.794029978825742,-0.09496504553560688,0.2493603875910079,1
